Activation Date,Baseline / Compared,Baseline Filter,Business Segment,Campaign,City,Compared Campaign,Country,Customer ID,Customer Name,Customer Type,Order ID,Product ID,Product Name,Region,Row ID,Signup Date,State,Sub-Category (group),Swipe Date,Discount,Revenue to Charge Ratio,Total Charge,Total Revenue,레코드 수
2012-05-27,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Beijing,참,China,SC-20575,Sonia Cooley,Consumer,IN-2012-38622,OFF-EN-10002464,"Cameo Peel and Seal, Security-Tint",North Asia,9206,2012-05-23,Beijing,Business Signature,2012-06-19,0,18.97%,46.8,8.88,1
2012-05-27,,거짓,Commercial ,Exclusive Offers Campaign,Jakarta,거짓,Indonesia,LH-17155,Logan Haushalter,Consumer,ID-2012-14073,OFF-BI-10003874,"Avery Index Tab, Clear",Southeast Asia,8919,2012-05-23,Jakarta,Business Platinum,2012-07-16,0.17,0.74%,14.4171,0.1071,1
2012-05-27,,거짓,Commercial ,Exclusive Offers Campaign,Jakarta,거짓,Indonesia,LH-17155,Logan Haushalter,Consumer,ID-2012-14073,OFF-LA-10001444,"Avery Round Labels, Alphabetical",Southeast Asia,8917,2012-05-23,Jakarta,Business Signature,2012-07-11,0.47,0.00%,18.444,0,1
2012-05-27,,거짓,Commercial ,Exclusive Offers Campaign,Surabaya,거짓,Indonesia,FM-14380,Fred McMath,Consumer,ID-2012-51677,OFF-LA-10004919,"Smead Color Coded Labels, Alphabetical",Southeast Asia,3958,2012-05-23,Jawa Timur,Business Signature,2012-07-11,0.47,0.00%,13.6422,0,1
2012-05-27,,거짓,Commercial ,Exclusive Offers Campaign,Jakarta,거짓,Indonesia,LH-17155,Logan Haushalter,Consumer,ID-2012-14073,OFF-PA-10004727,"Eaton Note Cards, 8.5 x 11",Southeast Asia,8918,2012-05-23,Jakarta,Prestige,2012-06-14,0.47,0.00%,28.0794,0,1
2012-05-27,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Beijing,참,China,SC-20575,Sonia Cooley,Consumer,IN-2012-38622,TEC-AC-10002702,"Enermax Keyboard, Bluetooth",North Asia,9207,2012-05-23,Beijing,Rewards,2012-06-29,0,2.98%,166.92,4.98,1
2012-05-28,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Bogor,참,Indonesia,NH-18610,Nicole Hansen,Corporate,IN-2012-63150,OFF-AP-10001274,"Hoover Microwave, Black",Southeast Asia,4506,2012-05-23,Jawa Barat,Business Platinum,2012-07-03,0.17,31.32%,511.3962,160.1562,1
2012-05-28,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Bogor,참,Indonesia,NH-18610,Nicole Hansen,Corporate,IN-2012-63150,OFF-BI-10001808,"Ibico Index Tab, Clear",Southeast Asia,4507,2012-05-23,Jawa Barat,Business Platinum,2012-07-07,0.17,0.00%,7.3953,0,1
2012-05-28,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Bogor,참,Indonesia,NH-18610,Nicole Hansen,Corporate,IN-2012-63150,OFF-FA-10003020,"Accos Paper Clips, Bulk Pack",Southeast Asia,4508,2012-05-23,Jawa Barat,Business Signature,2012-07-19,0.47,0.00%,45.0288,0,1
2012-05-28,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Bogor,참,Indonesia,NH-18610,Nicole Hansen,Corporate,IN-2012-63150,TEC-AC-10000896,"Belkin Numeric Keypad, Erganomic",Southeast Asia,4509,2012-05-23,Jawa Barat,Rewards,2012-06-28,0.47,0.00%,31.4025,0,1
2012-05-29,,거짓,Investment,Exclusive Offers Campaign,Takatsuki,거짓,Japan,SC-20050,Sample Company A,Corporate,IN-2012-15151,TEC-PH-10001725,"Motorola Speaker Phone, Cordless",North Asia,7666,2012-05-23,Osaka,Cash Back,2012-06-06,0,5.00%,265.26,13.26,1
2012-05-30,,거짓,Private,Exclusive Offers Campaign,Peshawar,거짓,Pakistan,BG-11035,Barry Gonzalez,Consumer,ID-2012-56913,FUR-TA-10001935,"Hon Coffee Table, Fully Assembled",Central Asia,3364,2012-05-23,Khyber Pakhtunkhwa,Platinum,2012-07-04,0.8,0.00%,63.474,0,1
2012-05-24,,거짓,Commercial ,Cashback Rewards Campaign,Canberra,거짓,Australia,SC-20050,Sample Company A,Corporate,ID-2012-24335,OFF-SU-10003105,"Fiskars Shears, Steel",Oceania,6980,2012-05-24,Australian Capital Territory,Prestige,2012-06-10,0.4,0.00%,141.12,0,1
2012-05-26,Baseline Campaign,참,Private,Compare Cards Campaign,Suining,거짓,China,EB-13840,Ellis Ballard,Corporate,IN-2012-69044,FUR-BO-10000203,"Sauder Library with Doors, Metal",North Asia,7774,2012-05-24,Sichuan,Travel,2012-07-06,0,42.00%,774.18,325.14,1
2012-05-26,Baseline Campaign,참,Private,Compare Cards Campaign,Suining,거짓,China,EB-13840,Ellis Ballard,Corporate,IN-2012-69044,FUR-FU-10000394,"Rubbermaid Photo Frame, Durable",North Asia,7776,2012-05-24,Sichuan,Gold,2012-06-02,0,46.99%,48.78,22.92,1
2012-05-26,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Kalyan,거짓,India,JH-16180,Justin Hirsh,Consumer,IN-2012-66580,OFF-BI-10003588,"Ibico Binder, Economy",Central Asia,5866,2012-05-24,Maharashtra,Business Platinum,2012-07-21,0,25.00%,15.48,3.87,1
2012-05-26,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Kalyan,거짓,India,JH-16180,Justin Hirsh,Consumer,IN-2012-66580,OFF-FA-10003893,"OIC Paper Clips, 12 Pack",Central Asia,5865,2012-05-24,Maharashtra,Business Signature,2012-06-11,0,16.88%,69.3,11.7,1
2012-05-26,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Suining,거짓,China,EB-13840,Ellis Ballard,Corporate,IN-2012-69044,OFF-SU-10001697,"Fiskars Scissors, Easy Grip",North Asia,7775,2012-05-24,Sichuan,Prestige,2012-06-01,0,28.93%,74.34,21.51,1
2012-05-26,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Jinjiang,참,China,RS-19870,Roy Skaria,Corporate,IN-2012-30061,OFF-EN-10004649,"Cameo Mailers, with clear poly window",North Asia,622,2012-05-24,Fujian,Business Signature,2012-07-19,0,32.95%,83.4,27.48,1
2012-05-26,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Palembang,참,Indonesia,PF-19165,Philip Fox,Consumer,IN-2012-13352,OFF-ST-10003907,"Rogers Shelving, Wire Frame",Southeast Asia,5434,2012-05-24,Sumatera Selatan,Prestige,2012-06-22,0.17,14.42%,203.184,29.304,1
2012-05-28,,거짓,Commercial ,Exclusive Offers Campaign,Korla,거짓,China,JJ-15760,Joel Jenkins,Corporate,IN-2012-40820,OFF-AR-10001386,"Sanford Sketch Pad, Easy-Erase",North Asia,5849,2012-05-24,Xinjiang Uygur,Business Platinum,2012-07-02,0,46.95%,228.75,107.4,1
2012-05-28,,거짓,Commercial ,Exclusive Offers Campaign,Korla,거짓,China,JJ-15760,Joel Jenkins,Corporate,IN-2012-40820,OFF-AR-10003461,"Stanley Pencil Sharpener, Easy-Erase",North Asia,5850,2012-05-24,Xinjiang Uygur,Business Platinum,2012-07-22,0,47.93%,78.12,37.44,1
2012-05-28,,거짓,Commercial ,Exclusive Offers Campaign,Korla,거짓,China,JJ-15760,Joel Jenkins,Corporate,IN-2012-40820,OFF-LA-10004623,"Smead Removable Labels, 5000 Label Set",North Asia,5851,2012-05-24,Xinjiang Uygur,Business Signature,2012-06-10,0,42.86%,21,9,1
2012-05-28,,거짓,Commercial ,Exclusive Offers Campaign,Whangarei,거짓,New Zealand,JE-15610,Jim Epp,Corporate,IN-2012-82204,OFF-AR-10001654,"Stanley Highlighters, Fluorescent",Oceania,10012,2012-05-24,Northland,Business Platinum,2012-06-09,0,13.91%,31.92,4.44,1
2012-05-28,,거짓,Commercial ,Exclusive Offers Campaign,Wollongong,거짓,Australia,DL-12925,Daniel Lacy,Consumer,IN-2012-76408,OFF-LA-10003338,"Harbour Creations Removable Labels, 5000 Label Set",Oceania,1499,2012-05-24,New South Wales,Business Signature,2012-05-30,0.1,22.06%,130.41,28.77,1
2012-05-28,,거짓,Commercial ,Exclusive Offers Campaign,Wollongong,거짓,Australia,DL-12925,Daniel Lacy,Consumer,IN-2012-76408,OFF-ST-10004183,"Rogers Trays, Wire Frame",Oceania,1498,2012-05-24,New South Wales,Prestige,2012-07-08,0.1,34.43%,164.025,56.475,1
2012-05-28,,거짓,Commercial ,Exclusive Offers Campaign,Bendigo,거짓,Australia,RB-19795,Ross Baird,Corporate,IN-2012-77535,OFF-SU-10000283,"Stiletto Letter Opener, Easy Grip",Oceania,6440,2012-05-24,Victoria,Prestige,2012-07-01,0.1,6.62%,127.71,8.46,1
2012-05-28,,거짓,Investment,Exclusive Offers Campaign,Wollongong,거짓,Australia,DL-12925,Daniel Lacy,Consumer,IN-2012-76408,TEC-CO-10002283,"Brother Copy Machine, Color",Oceania,1500,2012-05-24,New South Wales,Rewards,2012-07-04,0.1,28.88%,1641.087,473.907,1
2012-05-27,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Wodonga,참,Australia,FM-14380,Fred McMath,Consumer,IN-2012-44691,OFF-PA-10002771,"SanDisk Parchment Paper, Premium",Oceania,6156,2012-05-25,Victoria,Prestige,2012-07-25,0.1,18.81%,60.156,11.316,1
2012-05-27,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Wodonga,참,Australia,FM-14380,Fred McMath,Consumer,IN-2012-44691,TEC-AC-10000317,"Logitech Memory Card, Programmable",Oceania,6157,2012-05-25,Victoria,Rewards,2012-06-09,0.1,35.55%,471.96,167.76,1
2012-05-28,Compared Campaign,거짓,Private,Signup Bonus Campaign,Delhi,참,India,GP-14740,Guy Phonely,Corporate,IN-2012-48240,FUR-TA-10000226,"Chromcraft Conference Table, with Bottom Storage",Central Asia,9307,2012-05-25,Delhi,Platinum,2012-07-10,0,13.00%,1745.34,226.86,1
2012-05-28,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Delhi,참,India,GP-14740,Guy Phonely,Corporate,IN-2012-48240,OFF-BI-10004589,"Avery Binding Machine, Economy",Central Asia,9309,2012-05-25,Delhi,Business Platinum,2012-07-15,0,13.94%,97.68,13.62,1
2012-05-28,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Delhi,참,India,GP-14740,Guy Phonely,Corporate,IN-2012-48240,OFF-EN-10002556,"Ames Business Envelopes, Recycled",Central Asia,9311,2012-05-25,Delhi,Business Signature,2012-07-21,0,42.96%,68.16,29.28,1
2012-05-28,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Delhi,참,India,GP-14740,Guy Phonely,Corporate,IN-2012-48240,OFF-LA-10001658,"Avery Round Labels, 5000 Label Set",Central Asia,9310,2012-05-25,Delhi,Business Signature,2012-06-25,0,12.75%,30.12,3.84,1
2012-05-28,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Delhi,참,India,GP-14740,Guy Phonely,Corporate,IN-2012-48240,OFF-LA-10002992,"Novimex Removable Labels, 5000 Label Set",Central Asia,9308,2012-05-25,Delhi,Business Signature,2012-07-25,0,0.91%,49.35,0.45,1
2012-05-28,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Delhi,참,India,GP-14740,Guy Phonely,Corporate,IN-2012-48240,TEC-PH-10004664,"Nokia Smart Phone, with Caller ID",Central Asia,9306,2012-05-25,Delhi,Cash Back,2012-06-11,0,26.00%,1916.73,498.33,1
2012-05-29,,거짓,Commercial ,Exclusive Offers Campaign,Dhaka,거짓,Bangladesh,EH-14125,Eugene Hildebrand,Corporate,IN-2012-77780,OFF-SU-10001573,"Kleencut Shears, Serrated",Central Asia,5330,2012-05-25,Dhaka,Prestige,2012-07-21,0,5.94%,130.41,7.74,1
2012-06-01,,거짓,Commercial ,Exclusive Offers Campaign,Hangzhou,거짓,China,EM-14140,Eugene Moren,Corporate,IN-2012-19995,OFF-AP-10004972,"Breville Coffee Grinder, Red",North Asia,4701,2012-05-25,Zhejiang,Business Platinum,2012-06-28,0,31.96%,123.72,39.54,1
2012-05-30,,거짓,Investment,Exclusive Offers Campaign,Bandung,거짓,Indonesia,CD-12280,Christina DeMoss,Consumer,ID-2012-18350,TEC-AC-10004566,"Belkin Mouse, USB",Southeast Asia,7199,2012-05-26,Jawa Barat,Rewards,2012-06-12,0.47,0.00%,65.0628,0,1
2012-06-01,,거짓,Investment,Exclusive Offers Campaign,Singapore,거짓,Singapore,LS-17245,Lynn Smith,Consumer,IN-2012-62877,TEC-AC-10004195,"Memorex Numeric Keypad, Bluetooth",Southeast Asia,7785,2012-05-26,Singapore,Rewards,2012-06-10,0,20.97%,90.42,18.96,1
2012-06-01,,거짓,Commercial ,Exclusive Offers Campaign,Bangkok,거짓,Thailand,PB-18805,Patrick Bzostek,Corporate,ID-2012-22081,OFF-ST-10003606,"Smead Box, Single Width",Southeast Asia,1626,2012-05-27,Bangkok,Prestige,2012-07-31,0.47,0.00%,11.448,0,1
2012-05-29,,거짓,Commercial ,Cashback Rewards Campaign,Denpasar,거짓,Indonesia,LR-17035,Lisa Ryan,Corporate,IN-2012-78473,OFF-BI-10002278,"Ibico Binder Covers, Economy",Southeast Asia,8881,2012-05-28,Bali,Business Platinum,2012-07-13,0.17,11.82%,56.6475,6.6975,1
2012-06-02,,거짓,Private,Exclusive Offers Campaign,Seoul,거짓,South Korea,KB-16315,Karl Braun,Consumer,ID-2012-79789,FUR-BO-10001749,"Bush Classic Bookcase, Traditional",North Asia,4340,2012-05-28,Seoul,Travel,2012-07-27,0.2,0.00%,990.432,0,1
2012-06-02,,거짓,Private,Exclusive Offers Campaign,Singapore,거짓,Singapore,SC-20575,Sonia Cooley,Consumer,ID-2012-53399,FUR-CH-10001147,"Hon Swivel Stool, Adjustable",Southeast Asia,9863,2012-05-28,Singapore,Premier Miles,2012-07-14,0,8.99%,332.28,29.88,1
2012-05-31,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Pingxiang,거짓,China,LC-16960,Lindsay Castell,Corporate,IN-2012-74364,OFF-EN-10003537,"GlobeWeis Manila Envelope, Set of 50",North Asia,3752,2012-05-29,Jiangxi,Business Signature,2012-06-09,0,29.90%,136.95,40.95,1
2012-05-31,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Pingxiang,거짓,China,LC-16960,Lindsay Castell,Corporate,IN-2012-74364,OFF-LA-10002992,"Novimex Removable Labels, 5000 Label Set",North Asia,3751,2012-05-29,Jiangxi,Business Signature,2012-06-13,0,0.91%,19.74,0.18,1
2012-05-31,Baseline Campaign,참,Investment,Compare Cards Campaign,Bhopal,거짓,India,SG-20470,Sheri Gordon,Consumer,IN-2012-66342,TEC-AC-10000642,"Logitech Flash Drive, Bluetooth",Central Asia,8752,2012-05-30,Madhya Pradesh,Rewards,2012-07-30,0,38.94%,30.51,11.88,1
2012-05-31,Baseline Campaign,참,Investment,Compare Cards Campaign,Bhopal,거짓,India,SG-20470,Sheri Gordon,Consumer,IN-2012-66342,TEC-CO-10004997,"Hewlett Wireless Fax, Color",Central Asia,8753,2012-05-30,Madhya Pradesh,Rewards,2012-07-27,0,48.00%,1526.52,732.72,1
2012-06-03,,거짓,Private,Exclusive Offers Campaign,Sydney,거짓,Australia,AP-10915,Arthur Prichep,Consumer,IN-2012-36655,FUR-FU-10003214,"Eldon Stacking Tray, Durable",Oceania,6022,2012-05-30,New South Wales,Gold,2012-07-22,0.1,18.80%,51.354,9.654,1
2012-06-03,,거짓,Commercial ,Exclusive Offers Campaign,Depok,거짓,Indonesia,DB-13210,Dean Braden,Consumer,ID-2012-46175,OFF-ST-10001366,"Rogers Folders, Wire Frame",Southeast Asia,4405,2012-05-30,Jawa Barat,Prestige,2012-06-21,0.17,0.00%,24.7008,0,1
2012-06-03,,거짓,Investment,Exclusive Offers Campaign,Sydney,거짓,Australia,AP-10915,Arthur Prichep,Consumer,IN-2012-36655,TEC-PH-10002104,"Cisco Speaker Phone, Cordless",Oceania,6021,2012-05-30,New South Wales,Cash Back,2012-07-12,0.1,21.11%,381.591,80.541,1
2012-06-04,,거짓,Commercial ,Exclusive Offers Campaign,Newcastle,거짓,Australia,GH-14485,Gene Hale,Corporate,IN-2012-82729,OFF-BI-10004741,"Acco Binder, Durable",Oceania,10160,2012-05-30,New South Wales,Business Platinum,2012-08-03,0,26.85%,33.3,8.94,1
2012-06-05,,거짓,Commercial ,Exclusive Offers Campaign,Queanbeyan,거짓,Australia,DL-13495,Dionis Lloyd,Corporate,IN-2012-28486,OFF-ST-10001567,"Smead File Cart, Single Width",Oceania,9244,2012-05-30,New South Wales,Prestige,2012-06-27,0.1,35.56%,809.109,287.679,1
2012-05-31,,거짓,Commercial ,Cashback Rewards Campaign,Fatehpur,거짓,India,SW-20245,Scot Wooten,Consumer,IN-2012-46448,OFF-BI-10003806,"Avery Index Tab, Clear",Central Asia,1559,2012-05-31,Rajasthan,Business Platinum,2012-07-04,0,47.87%,50.64,24.24,1
2012-05-31,,거짓,Investment,Cashback Rewards Campaign,Fatehpur,거짓,India,SW-20245,Scot Wooten,Consumer,IN-2012-46448,TEC-PH-10000358,"Samsung Headset, with Caller ID",Central Asia,1560,2012-05-31,Rajasthan,Cash Back,2012-06-22,0,6.97%,951.6,66.3,1
2012-06-02,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Hyderabad,거짓,Pakistan,CR-12580,Clay Rozendal,Corporate,ID-2012-12519,OFF-AR-10001208,"Binney & Smith Canvas, Water Color",Central Asia,715,2012-05-31,Sindh,Business Platinum,2012-07-25,0.5,0.00%,109.08,0,1
2012-06-02,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Hyderabad,거짓,Pakistan,CR-12580,Clay Rozendal,Corporate,ID-2012-12519,OFF-BI-10000928,"Ibico Binder, Clear",Central Asia,712,2012-05-31,Sindh,Business Platinum,2012-07-22,0.5,0.00%,14.94,0,1
2012-06-02,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Hyderabad,거짓,Pakistan,CR-12580,Clay Rozendal,Corporate,ID-2012-12519,OFF-BI-10004369,"Ibico Hole Reinforcements, Recycled",Central Asia,710,2012-05-31,Sindh,Business Platinum,2012-07-14,0.5,0.00%,11.025,0,1
2012-06-02,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Hyderabad,거짓,Pakistan,CR-12580,Clay Rozendal,Corporate,ID-2012-12519,OFF-FA-10003833,"OIC Thumb Tacks, Metal",Central Asia,713,2012-05-31,Sindh,Business Signature,2012-06-26,0.5,0.00%,21.285,0,1
2012-06-02,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Hyderabad,거짓,Pakistan,CR-12580,Clay Rozendal,Corporate,ID-2012-12519,OFF-LA-10004430,"Avery Shipping Labels, Laser Printer Compatible",Central Asia,711,2012-05-31,Sindh,Business Signature,2012-07-17,0.5,0.00%,17.775,0,1
2012-06-02,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Hyderabad,거짓,Pakistan,CR-12580,Clay Rozendal,Corporate,ID-2012-12519,OFF-PA-10003252,"Xerox Note Cards, 8.5 x 11",Central Asia,714,2012-05-31,Sindh,Prestige,2012-06-26,0.5,0.00%,137.295,0,1
2012-06-03,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Melbourne,거짓,Australia,MH-17440,Mark Haberlin,Corporate,IN-2012-71459,OFF-BI-10002446,"Wilson Jones Binder, Economy",Oceania,8900,2012-05-31,Victoria,Business Platinum,2012-07-04,0.1,9.88%,35.154,3.474,1
2012-06-03,Baseline Campaign,참,Investment,Compare Cards Campaign,Melbourne,거짓,Australia,MH-17440,Mark Haberlin,Corporate,IN-2012-71459,TEC-CO-10000778,"Sharp Fax and Copier, Color",Oceania,8901,2012-05-31,Victoria,Rewards,2012-06-27,0.1,0.00%,306.072,0,1
2012-06-04,Compared Campaign,거짓,Private,Signup Bonus Campaign,Tengzhou,참,China,SL-20155,Sara Luxemburg,Corporate,IN-2012-78886,FUR-CH-10000825,"SAFCO Chairmat, Red",North Asia,6224,2012-05-31,Shandong,Premier Miles,2012-07-26,0,38.97%,299.1,116.55,1
2012-06-04,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Tengzhou,참,China,SL-20155,Sara Luxemburg,Corporate,IN-2012-78886,OFF-EN-10004144,"Cameo Clasp Envelope, Security-Tint",North Asia,6226,2012-05-31,Shandong,Business Signature,2012-07-11,0,35.77%,11.91,4.26,1
2012-06-04,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Tengzhou,참,China,SL-20155,Sara Luxemburg,Corporate,IN-2012-78886,OFF-EN-10003508,"GlobeWeis Peel and Seal, with clear poly window",North Asia,6227,2012-05-31,Shandong,Business Signature,2012-06-06,0,46.93%,74.79,35.1,1
2012-06-04,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Tengzhou,참,China,SL-20155,Sara Luxemburg,Corporate,IN-2012-78886,OFF-SU-10001308,"Fiskars Trimmer, Serrated",North Asia,6223,2012-05-31,Shandong,Prestige,2012-07-14,0,17.00%,195,33.15,1
2012-06-04,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Tengzhou,참,China,SL-20155,Sara Luxemburg,Corporate,IN-2012-78886,TEC-MA-10002931,"Okidata Calculator, Durable",North Asia,6225,2012-05-31,Shandong,Petrol ,2012-06-28,0,28.96%,157.23,45.54,1
2012-06-04,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Tengzhou,참,China,SL-20155,Sara Luxemburg,Corporate,IN-2012-78886,TEC-MA-10001259,"StarTech Inkjet, White",North Asia,6222,2012-05-31,Shandong,Petrol ,2012-06-08,0,44.99%,896.76,403.47,1
2012-06-04,,거짓,Investment,Exclusive Offers Campaign,Wuhan,거짓,China,CL-11890,Carl Ludwig,Consumer,IN-2012-19687,TEC-PH-10004959,"Motorola Audio Dock, with Caller ID",North Asia,7749,2012-05-31,Hubei,Cash Back,2012-06-24,0.5,0.00%,346.74,0,1
2012-06-06,,거짓,Private,Exclusive Offers Campaign,Perth,거짓,Australia,EH-14185,Evan Henry,Consumer,IN-2012-43074,FUR-CH-10000974,"Harbour Creations Executive Leather Armchair, Black",Oceania,2522,2012-05-31,Western Australia,Premier Miles,2012-07-14,0.1,22.22%,2131.245,473.595,1
2012-06-06,,거짓,Commercial ,Exclusive Offers Campaign,Perth,거짓,Australia,EH-14185,Evan Henry,Consumer,IN-2012-43074,OFF-LA-10002596,"Harbour Creations Round Labels, Laser Printer Compatible",Oceania,2523,2012-05-31,Western Australia,Business Signature,2012-07-27,0.1,20.00%,30.375,6.075,1
2012-06-06,,거짓,Investment,Exclusive Offers Campaign,Perth,거짓,Australia,EH-14185,Evan Henry,Consumer,IN-2012-43074,TEC-CO-10000560,"Hewlett Ink, High-Speed",Oceania,2521,2012-05-31,Western Australia,Rewards,2012-06-11,0.1,0.00%,1189.728,0,1
2012-06-06,,거짓,Investment,Exclusive Offers Campaign,Perth,거짓,Australia,EH-14185,Evan Henry,Consumer,IN-2012-43074,TEC-CO-10002658,"Hewlett Ink, Laser",Oceania,2520,2012-05-31,Western Australia,Rewards,2012-06-10,0.1,43.32%,401.436,173.916,1
2012-06-02,Baseline Campaign,참,Private,Compare Cards Campaign,Islamabad,거짓,Pakistan,TP-21415,Tom Prescott,Consumer,IN-2012-21703,FUR-CH-10001382,"Office Star Chairmat, Red",Central Asia,1351,2012-06-01,F.C.T.,Premier Miles,2012-07-27,0.2,36.25%,315.936,114.516,1
2012-06-02,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Islamabad,거짓,Pakistan,TP-21415,Tom Prescott,Consumer,IN-2012-21703,OFF-PA-10003906,"Eaton Memo Slips, Premium",Central Asia,1352,2012-06-01,F.C.T.,Prestige,2012-06-16,0.5,0.00%,48.09,0,1
2012-06-05,,거짓,Commercial ,Exclusive Offers Campaign,Zigong,거짓,China,ES-14020,Erica Smith,Consumer,IN-2012-79985,OFF-BI-10003468,"Wilson Jones Binder Covers, Durable",North Asia,4010,2012-06-01,Sichuan,Business Platinum,2012-07-26,0,38.77%,12.69,4.92,1
2012-06-05,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Palmerston,참,Australia,BF-10975,Barbara Fisher,Corporate,IN-2012-11700,OFF-BI-10002853,"Avery Binder Covers, Recycled",Oceania,3718,2012-06-01,Northern Territory,Business Platinum,2012-07-24,0.1,41.09%,20.574,8.454,1
2012-06-05,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Wollongong,참,Australia,RS-19420,Ricardo Sperren,Corporate,IN-2012-53483,OFF-FA-10000899,"Stockwell Clamps, 12 Pack",Oceania,3004,2012-06-01,New South Wales,Business Signature,2012-07-02,0.1,44.35%,65.772,29.172,1
2012-06-05,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Wollongong,참,Australia,RS-19420,Ricardo Sperren,Corporate,IN-2012-53483,OFF-LA-10003236,"Hon Round Labels, Adjustable",Oceania,3005,2012-06-01,New South Wales,Business Signature,2012-07-20,0.1,26.17%,20.52,5.37,1
2012-06-06,,거짓,Commercial ,Exclusive Offers Campaign,Adelaide,거짓,Australia,CD-12280,Christina DeMoss,Consumer,IN-2012-79460,OFF-LA-10002319,"Smead Legal Exhibit Labels, Laser Printer Compatible",Oceania,2711,2012-06-01,South Australia,Business Signature,2012-06-16,0.1,36.64%,9.99,3.66,1
2012-06-06,,거짓,Investment,Exclusive Offers Campaign,Bendigo,거짓,Australia,TS-21205,Thomas Seio,Corporate,ID-2012-31174,TEC-CO-10001391,"Sharp Ink, Color",Oceania,1232,2012-06-01,Victoria,Rewards,2012-06-21,0.1,0.00%,226.53,0,1
2012-06-07,,거짓,Private,Exclusive Offers Campaign,Pimpri,거짓,India,RA-19885,Ruben Ausman,Corporate,IN-2012-53357,FUR-BO-10001326,"Bush 3-Shelf Cabinet, Pine",Central Asia,7527,2012-06-02,Maharashtra,Travel,2012-07-15,0,17.00%,434.16,73.8,1
2012-06-07,,거짓,Commercial ,Exclusive Offers Campaign,Tasikmalaya,거짓,Indonesia,AC-10615,Ann Chong,Corporate,ID-2012-14157,OFF-ST-10001124,"Fellowes Trays, Wire Frame",Southeast Asia,6642,2012-06-02,Jawa Barat,Prestige,2012-07-17,0.17,0.00%,140.5854,0,1
2012-06-06,Compared Campaign,거짓,Private,Signup Bonus Campaign,Pimpri,참,India,CC-12145,Charles Crestani,Consumer,IN-2012-65915,FUR-BO-10000087,"Dania Classic Bookcase, Mobile",Central Asia,2836,2012-06-04,Maharashtra,Travel,2012-06-12,0,4.99%,826.56,41.28,1
2012-06-06,Compared Campaign,거짓,Private,Signup Bonus Campaign,Pimpri,참,India,CC-12145,Charles Crestani,Consumer,IN-2012-65915,FUR-BO-10001461,"Safco Floating Shelf Set, Traditional",Central Asia,2832,2012-06-04,Maharashtra,Travel,2012-06-21,0,50.00%,196.74,98.37,1
2012-06-06,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Pimpri,참,India,CC-12145,Charles Crestani,Consumer,IN-2012-65915,OFF-AP-10001335,"Hoover Toaster, Black",Central Asia,2834,2012-06-04,Maharashtra,Business Platinum,2012-08-02,0,27.99%,166.14,46.5,1
2012-06-06,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Pimpri,참,India,CC-12145,Charles Crestani,Consumer,IN-2012-65915,OFF-AR-10004651,"Boston Pens, Fluorescent",Central Asia,2835,2012-06-04,Maharashtra,Business Platinum,2012-08-04,0,13.95%,46.44,6.48,1
2012-06-06,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Pimpri,참,India,CC-12145,Charles Crestani,Consumer,IN-2012-65915,OFF-FA-10004910,"Advantus Staples, Assorted Sizes",Central Asia,2833,2012-06-04,Maharashtra,Business Signature,2012-07-30,0,6.86%,24.93,1.71,1
